City,Country,Date,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Wind_Speed
Tehran,Iran,2016-05-07,140.2,58.2,110.0,4.91,36.3,71.2,10.4,38.2,34.8,14.3
Sydney,Australia,2022-07-06,5.0,2.7,4.6,0.64,1.1,78.9,0.3,30.7,88.1,14.2
Mexico City,Mexico,2020-01-09,123.9,68.9,136.8,3.86,16.4,48.6,15.1,6.1,68.0,10.2
Istanbul,Turkey,2022-09-02,94.8,,50.0,1.98,27.0,33.7,10.8,5.0,44.1,12.8
Mumbai,India,2017-08-01,226.9,97.2,155.6,0.44,44.5,59.7,14.0,8.0,49.8,13.8
Berlin,Germany,2020-12-16,5.0,3.1,6.1,4.77,1.1,41.4,0.6,,62.3,5.7
Dhaka,Bangladesh,2023-03-28,126.9,59.9,85.9,4.62,15.3,50.4,9.1,-3.2,22.7,3.0
Beijing,China,2023-05-22,113.8,65.3,108.5,3.87,17.8,41.2,15.9,37.6,86.9,6.6
Dhaka,Bangladesh,2022-10-09,234.5,127.3,209.8,1.26,51.2,31.2,19.5,33.5,35.5,1.5
Dhaka,Bangladesh,2020-03-28,175.3,91.7,171.2,4.23,29.2,61.6,22.3,24.5,31.4,13.2
Johannesburg,South Africa,2023-11-27,111.3,53.9,86.2,0.48,14.0,65.9,5.6,13.7,59.2,1.3
Wuhan,China,2022-06-20,138.1,67.8,99.1,0.31,33.9,78.0,10.0,,75.6,12.8
Johannesburg,South Africa,2020-01-24,59.3,29.1,44.5,3.65,15.6,30.9,5.2,35.6,80.5,14.8
Bangkok,Thailand,2017-11-11,143.8,86.0,116.6,2.86,34.8,30.0,18.4,21.3,91.4,1.1
Ho Chi Minh City,Vietnam,2022-10-03,78.4,45.5,68.6,3.66,19.7,26.2,7.9,17.9,47.7,14.0
Bangkok,Thailand,2023-12-10,132.5,,138.7,3.56,32.6,71.7,10.3,31.3,34.6,5.5
Cairo,Egypt,2018-09-25,159.9,110.9,210.6,3.6,39.2,53.7,23.1,17.3,48.5,2.9
Dhaka,Bangladesh,2020-04-21,182.7,106.8,201.9,0.76,38.7,50.1,22.0,,60.6,6.7
Karachi,Pakistan,2021-05-19,160.3,87.3,120.7,4.82,38.9,77.1,11.6,34.6,80.7,10.3
Tehran,Iran,2023-10-28,169.0,93.0,125.6,1.77,48.5,71.0,25.0,23.3,,2.9
Delhi,India,2015-04-23,163.2,66.2,104.2,1.2,29.8,76.1,15.2,34.5,65.4,4.1
Delhi,India,2018-09-03,172.6,104.1,140.6,1.27,30.4,78.9,22.2,28.0,28.7,11.8
Lagos,Nigeria,2024-09-18,91.6,39.4,58.9,1.6,17.1,78.8,5.2,18.3,33.5,14.6
Karachi,Pakistan,2018-12-06,215.4,131.7,210.2,1.93,,35.9,15.2,16.7,40.1,4.7
Wuhan,China,2021-01-22,141.6,97.8,168.4,0.66,,77.1,11.3,-0.9,64.9,9.5
Paris,France,2018-12-08,89.2,45.7,77.4,2.42,20.9,55.0,9.2,6.2,20.2,3.0
Berlin,Germany,2018-03-23,70.7,37.8,65.3,1.3,20.3,20.4,9.0,23.1,48.0,1.2
Delhi,India,2023-01-07,198.6,111.8,218.8,1.34,48.7,57.0,24.6,4.7,69.9,7.7
Istanbul,Turkey,2020-10-02,90.1,44.9,86.3,0.7,23.6,71.7,11.9,18.1,52.9,14.9
São Paulo,Brazil,2015-02-12,41.2,25.3,34.5,1.24,11.4,64.3,2.1,6.2,36.1,4.4
Sydney,Australia,2017-03-12,55.7,23.3,,3.74,12.3,60.4,3.2,37.8,82.9,12.2
Berlin,Germany,2018-04-02,44.3,20.4,35.3,3.79,11.0,51.3,2.5,11.7,89.1,9.0
Ho Chi Minh City,Vietnam,2015-10-22,152.3,73.2,114.0,4.51,35.5,67.2,14.5,23.4,38.6,10.7
Seoul,South Korea,2016-11-10,144.8,98.6,132.6,4.18,22.9,46.6,7.6,8.5,57.7,1.3
Lagos,Nigeria,2020-11-05,87.0,59.0,81.0,3.89,15.8,59.3,6.6,2.2,32.0,1.5
Wuhan,China,2022-12-17,183.7,118.4,210.6,0.82,29.0,38.6,13.8,18.2,60.2,5.7
Seoul,South Korea,2020-09-30,95.2,63.0,118.4,1.32,24.9,67.2,10.8,11.8,40.4,3.9
Tokyo,Japan,2018-05-21,45.8,25.5,47.3,4.46,7.7,47.7,4.2,-4.4,,7.2
Johannesburg,South Africa,2022-05-24,121.0,74.6,117.1,2.6,22.5,64.4,16.5,18.9,79.2,4.8
Lagos,Nigeria,2015-10-16,80.4,49.8,95.5,0.87,18.2,54.9,5.0,4.5,43.3,2.9
Paris,France,2022-09-06,5.0,2.4,3.7,3.82,1.1,79.2,0.5,28.9,85.4,10.3
Mumbai,India,2021-01-31,157.3,78.4,131.9,3.0,16.4,76.7,18.8,17.3,90.0,6.9
Bangkok,Thailand,2024-03-07,119.4,66.1,91.3,3.89,28.2,66.4,17.3,29.9,65.9,12.9
Istanbul,Turkey,2019-11-24,123.1,57.4,103.4,4.44,30.3,61.8,15.4,15.9,85.6,3.4
Tehran,Iran,2023-03-14,133.3,64.7,108.2,2.7,35.2,44.3,13.1,-4.4,50.7,9.9
Toronto,Canada,2021-10-18,13.1,5.4,8.8,1.15,3.3,70.9,1.4,39.2,53.8,7.9
Lagos,Nigeria,2021-07-10,89.8,42.2,82.6,0.5,17.0,24.2,11.0,22.4,73.0,5.9
São Paulo,Brazil,2020-03-22,76.1,51.6,80.9,4.21,20.4,42.4,8.6,-0.7,27.8,1.2
Dhaka,Bangladesh,2018-03-05,163.1,86.1,145.0,2.75,27.7,60.6,20.5,-4.3,35.5,10.8
Istanbul,Turkey,2016-08-05,58.1,30.0,42.4,1.51,12.8,46.0,7.4,33.4,60.6,11.5
Tehran,Iran,2019-09-02,179.2,94.0,169.1,2.12,39.0,31.1,19.7,33.8,85.1,11.0
Mexico City,Mexico,2023-12-23,172.3,75.8,122.2,2.42,50.3,45.9,18.1,19.0,67.8,11.3
Buenos Aires,Argentina,2018-02-26,107.6,60.1,112.9,2.48,16.8,59.3,14.2,-2.2,78.3,12.4
Johannesburg,South Africa,2023-01-13,61.5,32.6,43.1,1.52,6.6,72.8,4.6,20.1,22.9,10.2
Cairo,Egypt,2018-05-25,173.0,115.8,222.6,1.83,48.5,79.8,22.9,33.0,38.7,8.9
Cairo,Egypt,2022-06-28,203.5,100.0,152.2,4.82,56.6,71.0,18.4,-4.4,26.0,5.0
Lagos,Nigeria,2015-06-15,74.7,30.3,58.8,,12.1,28.0,7.6,-4.8,90.4,6.5
Buenos Aires,Argentina,2020-12-25,45.0,26.6,48.3,3.48,5.7,54.7,4.8,34.1,48.4,5.9
São Paulo,Brazil,2023-12-07,74.9,34.7,69.3,4.91,17.2,68.3,9.1,21.7,24.0,7.1
Toronto,Canada,2023-11-01,8.2,5.6,8.0,2.65,2.0,61.8,0.9,7.4,31.7,9.7
Dhaka,Bangladesh,2021-02-18,219.4,99.6,178.6,2.44,51.3,70.2,14.7,-4.1,78.4,9.3
Mexico City,Mexico,2015-07-26,122.4,84.3,141.2,2.6,22.1,29.2,13.1,7.5,89.1,9.0
Mumbai,India,2023-01-02,193.9,98.2,131.2,0.45,35.8,25.1,21.5,34.6,86.2,10.1
Jakarta,Indonesia,2017-09-02,138.9,67.5,125.7,4.99,14.7,73.8,15.6,38.8,54.9,12.8
Lima,Peru,2021-08-10,50.9,25.5,34.3,4.88,13.4,71.2,7.3,-1.2,,1.5
Tehran,Iran,2022-03-02,134.7,64.7,88.7,1.09,17.4,78.4,17.0,38.5,53.0,4.5
Mumbai,India,2020-04-14,133.5,66.5,100.4,1.39,16.8,35.4,11.4,25.3,24.7,3.6
Lagos,Nigeria,2024-10-27,97.6,64.4,90.7,0.69,19.2,38.1,10.4,31.2,30.3,8.9
Mumbai,India,2023-10-05,152.2,67.5,117.2,1.59,30.1,24.9,14.6,8.8,81.7,1.3
Bangkok,Thailand,2015-08-14,152.2,87.1,153.9,3.95,41.5,38.8,15.8,32.8,94.2,13.4
Stockholm,Sweden,2024-01-03,20.4,9.3,15.3,3.79,4.0,49.0,2.7,11.3,84.5,6.4
Johannesburg,South Africa,2020-01-05,136.9,59.9,86.1,4.77,18.5,54.1,14.8,17.0,68.4,3.8
Jakarta,Indonesia,2017-12-31,111.8,57.2,100.8,0.96,23.9,31.1,8.7,4.8,33.7,12.5
Lagos,Nigeria,2022-04-09,76.9,39.4,73.2,2.03,9.0,53.4,10.3,30.8,33.1,10.3
Chengdu,China,2021-05-23,166.6,77.6,148.3,1.47,25.4,20.0,22.8,30.7,67.0,11.4
Lagos,Nigeria,2023-02-27,47.4,,33.3,4.63,5.1,37.5,3.4,5.7,88.1,7.3
Tokyo,Japan,2015-06-05,42.5,26.7,37.6,2.59,7.9,55.8,6.4,29.6,49.8,12.5
Los Angeles,USA,2018-04-09,59.2,,67.1,2.7,11.9,23.0,3.2,,52.9,12.7
Delhi,India,2017-12-03,116.1,47.3,76.4,1.42,12.8,63.5,7.1,22.4,41.1,3.0
Delhi,India,2020-11-24,166.5,104.1,144.5,3.93,24.5,60.6,17.7,36.8,49.0,1.5
Karachi,Pakistan,2016-05-07,207.7,134.6,224.4,3.94,30.5,40.7,11.0,38.3,,14.0
São Paulo,Brazil,2020-08-04,127.3,63.1,119.4,4.75,35.3,64.3,9.9,7.7,92.3,0.6
Tokyo,Japan,2023-09-12,89.6,45.1,72.5,4.03,13.9,28.5,7.3,33.2,26.7,14.9
Delhi,India,2021-10-30,138.3,62.2,91.3,3.64,21.4,40.5,13.1,36.1,34.2,0.6
Lagos,Nigeria,2023-05-08,103.5,69.5,121.8,1.58,14.0,37.7,6.4,37.4,78.8,7.2
Chengdu,China,2024-12-06,108.8,72.4,139.5,4.57,17.7,61.5,8.4,3.6,33.8,5.5
Ho Chi Minh City,Vietnam,2017-05-01,83.4,54.1,74.9,3.75,17.2,37.3,8.3,8.5,64.7,6.8
Nairobi,Kenya,2017-09-10,83.7,56.1,86.5,3.75,19.4,75.9,11.1,20.5,69.3,13.5
Toronto,Canada,2020-12-25,9.7,4.9,6.3,4.18,2.5,26.3,1.0,15.9,28.9,14.7
Buenos Aires,Argentina,2023-12-13,69.5,43.2,57.1,3.4,14.3,26.2,4.7,20.6,42.2,14.1
Lagos,Nigeria,2017-01-01,89.6,62.3,92.3,4.86,16.7,40.9,4.9,-2.6,71.9,7.1
Mumbai,India,2019-06-25,137.5,78.8,122.3,4.17,36.3,48.6,11.7,11.3,80.4,5.3
Seoul,South Korea,2019-08-04,104.6,44.5,72.4,2.57,28.1,33.3,9.2,31.4,81.8,6.1
Tokyo,Japan,2021-09-28,72.3,31.5,61.5,3.51,,22.0,7.1,13.3,32.1,10.0
Toronto,Canada,2018-11-12,34.4,19.6,35.2,0.62,6.3,27.0,3.8,37.2,69.6,1.6
Berlin,Germany,2020-04-23,5.0,3.3,6.1,3.18,0.9,35.3,0.3,11.0,,10.3
London,UK,2020-05-10,79.3,33.4,52.7,1.15,10.4,69.6,4.3,13.9,32.6,13.3
Lahore,Pakistan,2017-01-27,143.7,93.5,124.9,2.48,25.3,39.0,11.3,,43.6,1.1
Nairobi,Kenya,2022-08-12,46.6,24.2,39.0,4.5,10.8,20.5,6.7,5.7,28.1,11.6
Cairo,Egypt,2015-10-15,83.0,46.8,69.9,4.54,11.9,73.1,8.8,32.3,73.5,10.6
Dhaka,Bangladesh,2022-12-06,162.6,100.5,155.1,3.45,42.4,76.8,14.6,30.2,39.9,14.9
Lahore,Pakistan,2018-11-17,219.5,,184.2,4.71,29.9,57.4,15.9,8.8,61.0,6.5
São Paulo,Brazil,2020-07-10,112.1,50.6,,3.86,31.3,25.0,10.0,-0.5,21.2,10.1
Stockholm,Sweden,2020-09-26,15.5,6.3,11.9,4.88,2.0,33.9,2.1,36.7,,1.2
Mexico City,Mexico,2017-02-22,91.6,,82.6,0.43,19.9,20.7,11.8,8.8,23.0,9.0
Los Angeles,USA,2020-04-07,56.2,27.1,48.8,1.58,15.8,42.5,5.9,-2.7,52.0,12.6
Tokyo,Japan,2017-12-22,73.3,34.2,49.9,4.14,21.0,25.7,7.0,10.2,85.3,1.7
Sydney,Australia,2019-12-11,5.0,2.5,3.9,2.79,0.7,54.3,0.7,29.2,31.5,2.7
Cairo,Egypt,2017-04-10,118.8,60.4,95.7,3.49,13.2,22.1,10.6,26.4,34.5,9.8
Buenos Aires,Argentina,2020-03-06,34.9,18.3,26.8,3.46,9.3,60.4,4.6,12.9,31.7,11.2
Karachi,Pakistan,2015-10-05,147.4,88.7,132.1,0.68,44.0,29.4,21.9,39.0,79.5,10.1
Ho Chi Minh City,Vietnam,2020-02-20,117.7,63.6,110.3,2.23,21.8,39.8,12.5,33.3,35.1,14.0
Mexico City,Mexico,2023-08-26,131.4,85.0,143.6,3.96,13.6,69.1,7.1,35.0,94.4,4.8
São Paulo,Brazil,2018-04-19,56.8,37.5,51.4,0.89,16.8,60.4,7.7,9.6,70.7,9.1
Beijing,China,2016-10-17,184.9,74.3,96.6,2.08,23.8,21.1,17.8,37.4,44.3,10.1
Lagos,Nigeria,2016-07-07,132.8,61.6,85.3,3.6,16.3,79.8,9.1,21.7,50.9,2.3
Seoul,South Korea,2015-07-20,47.2,27.7,51.6,4.26,9.3,66.6,5.5,27.6,56.9,9.7
Ho Chi Minh City,Vietnam,2018-01-06,167.7,96.9,137.2,0.42,28.9,52.8,22.5,0.7,80.0,13.0
Lagos,Nigeria,2020-08-01,97.4,63.9,127.3,3.72,,79.7,10.8,,82.8,9.4
Cairo,Egypt,2015-07-14,155.3,65.9,128.3,1.83,19.5,46.5,8.4,25.8,87.7,12.6
Buenos Aires,Argentina,2019-10-01,40.7,17.8,33.3,4.64,7.8,49.9,3.3,35.2,68.4,4.7
London,UK,2017-04-26,62.5,27.8,37.9,4.13,17.4,69.4,8.7,19.9,80.9,6.1
Beijing,China,2020-05-18,102.9,71.7,104.5,2.13,20.2,28.3,6.0,32.3,93.3,6.4
Lagos,Nigeria,2019-10-20,51.1,27.8,42.3,2.6,13.9,55.5,6.1,11.4,75.4,10.2
Tehran,Iran,2023-12-20,128.2,73.3,108.4,4.08,23.7,79.7,7.6,,70.5,11.6
São Paulo,Brazil,2020-09-30,123.3,57.9,84.5,2.89,25.2,36.9,9.8,7.5,77.9,10.0
Sydney,Australia,2019-04-24,33.8,,38.2,0.61,3.7,37.7,4.8,18.5,40.4,6.3
Stockholm,Sweden,2017-01-11,5.0,3.5,5.8,,1.4,24.5,0.7,39.8,72.5,11.7
Tehran,Iran,2024-12-13,152.8,102.9,135.3,1.78,17.0,66.0,18.4,9.9,70.7,6.2
Tokyo,Japan,2020-08-16,5.0,3.4,5.0,0.87,1.1,78.2,0.4,-2.2,45.4,7.8
London,UK,2024-11-27,9.6,5.8,11.5,2.42,1.6,44.0,0.6,34.7,51.1,6.1
Paris,France,2023-11-27,107.8,45.1,84.3,4.72,24.8,77.3,7.0,16.5,65.1,8.9
Cairo,Egypt,2020-07-03,106.6,53.5,74.2,2.14,14.1,64.1,7.6,-2.4,61.4,9.1
Chengdu,China,2021-02-14,104.6,,112.5,0.67,22.3,74.5,9.4,8.3,30.8,2.7
Istanbul,Turkey,2023-06-30,122.6,70.9,96.2,4.72,30.8,55.2,16.3,-1.4,55.8,9.6
Lima,Peru,2020-01-02,53.8,36.7,50.9,4.41,15.8,30.6,6.6,-3.2,50.4,8.0
Lima,Peru,2018-10-12,102.0,41.1,79.2,1.0,26.2,57.1,8.6,34.3,21.0,3.8
Mexico City,Mexico,2019-09-22,145.7,59.3,82.0,0.9,20.1,47.6,18.2,35.7,82.7,3.4
Mexico City,Mexico,2016-08-02,62.0,,42.3,2.67,7.0,33.1,8.9,16.0,53.4,0.7
Istanbul,Turkey,2015-05-24,91.7,48.1,63.0,2.55,9.6,69.2,12.1,30.4,41.3,12.6
Istanbul,Turkey,2017-06-08,98.6,41.8,67.3,1.07,13.5,32.1,8.7,-2.7,49.8,7.9
Berlin,Germany,2023-08-05,74.7,33.1,54.8,0.59,8.5,54.4,8.0,34.5,61.8,14.4
Ho Chi Minh City,Vietnam,2021-07-02,118.7,51.0,67.8,1.17,24.7,58.7,6.5,37.6,83.2,4.8
Ho Chi Minh City,Vietnam,2015-11-02,127.3,55.6,92.5,1.46,21.8,79.4,15.1,37.7,30.7,6.0
London,UK,2019-12-25,42.6,18.0,23.5,3.45,9.7,44.6,4.2,13.7,21.8,5.4
London,UK,2018-06-26,90.9,45.0,70.8,1.41,10.9,30.7,11.8,25.5,61.0,7.4
Tehran,Iran,2016-05-09,159.9,85.0,147.8,3.34,43.0,39.5,19.0,38.3,74.8,7.6
Delhi,India,2016-07-16,200.3,81.1,116.5,4.11,31.0,63.9,17.5,18.5,25.1,3.1
Karachi,Pakistan,2021-09-23,213.3,142.3,250.0,2.46,50.2,57.1,22.8,-2.3,67.5,11.6
Los Angeles,USA,2024-12-08,5.0,2.2,3.5,1.97,0.8,63.9,0.6,21.5,90.4,5.6
Paris,France,2024-01-10,104.5,62.4,89.7,1.78,15.1,24.1,13.9,6.5,55.5,1.1
Istanbul,Turkey,2022-05-17,130.5,68.4,98.2,2.71,16.5,46.4,10.7,36.0,24.6,10.6
Beijing,China,2019-04-10,135.4,67.1,106.8,4.57,20.1,25.5,11.1,-0.3,29.6,8.8
Delhi,India,2019-04-04,205.6,107.4,,4.51,,21.4,28.0,21.0,86.8,9.2
Berlin,Germany,2020-04-26,105.6,55.9,101.9,4.59,22.6,30.8,8.1,3.9,38.5,4.9
Buenos Aires,Argentina,2015-02-14,18.3,10.7,14.5,0.71,2.5,51.1,1.3,7.7,50.0,12.3
Paris,France,2016-05-30,103.9,61.8,109.3,4.05,29.8,21.2,6.8,34.9,54.4,8.7
Toronto,Canada,2016-09-14,54.4,38.0,68.6,1.65,15.0,23.0,4.0,35.4,39.2,3.7
Buenos Aires,Argentina,2024-03-23,71.0,46.7,77.0,3.47,10.5,65.5,8.9,9.1,50.8,3.5
Mumbai,India,2020-01-30,196.8,96.6,178.5,3.9,46.9,77.9,17.6,0.9,70.4,11.1
Jakarta,Indonesia,2017-01-01,125.6,58.0,96.0,1.77,23.3,58.7,15.6,5.5,50.4,4.4
Paris,France,2024-04-12,51.3,26.2,47.9,4.52,13.8,31.0,7.5,,45.4,1.4
Paris,France,2017-10-10,50.3,21.8,32.1,1.79,13.2,72.5,4.0,33.6,84.3,11.6
Ho Chi Minh City,Vietnam,2016-06-01,139.9,84.6,129.7,2.65,,50.6,8.7,9.0,80.2,13.0
London,UK,2023-03-14,49.3,33.8,51.7,,12.3,68.7,7.1,9.1,84.4,2.4
Delhi,India,2022-06-09,205.4,97.7,186.7,1.09,,63.0,20.0,33.2,48.8,2.9
Mexico City,Mexico,2018-08-14,144.5,81.6,116.9,3.69,29.2,56.3,13.9,32.3,82.2,10.8
Lima,Peru,2016-09-02,89.2,54.3,84.4,4.43,21.9,26.8,8.1,34.9,23.5,14.4
Paris,France,2016-07-15,76.1,44.9,66.8,1.47,22.0,37.9,9.7,12.7,30.4,0.7
Tokyo,Japan,2022-09-29,58.2,29.5,45.5,2.75,10.9,72.8,5.8,17.8,30.4,14.7
Lagos,Nigeria,2021-08-30,116.6,49.2,86.8,3.1,21.3,45.3,15.0,3.8,81.5,9.9
Tokyo,Japan,2017-07-27,10.3,6.5,10.7,1.81,2.3,79.7,1.0,36.4,45.9,1.3
Mumbai,India,2019-10-03,171.4,90.1,131.0,0.3,48.5,70.6,21.3,2.6,29.0,1.5
Toronto,Canada,2021-07-02,36.4,15.9,26.3,1.94,6.4,57.3,4.4,-0.0,22.7,14.9
Sydney,Australia,2017-03-12,57.2,23.8,34.1,0.48,10.2,68.1,4.8,,70.7,7.9
Paris,France,2022-05-29,41.6,29.0,47.5,4.94,10.4,34.9,4.3,39.6,84.3,1.9
Nairobi,Kenya,2021-11-26,125.1,,82.2,2.2,18.4,69.1,10.5,32.2,20.0,5.0
Tokyo,Japan,2024-06-02,67.1,32.7,52.0,2.07,18.5,74.3,6.7,9.9,28.0,14.3
Sydney,Australia,2021-09-15,5.0,2.4,3.7,1.81,0.7,67.0,0.3,23.6,29.3,1.5
Lahore,Pakistan,2023-09-21,184.6,,140.8,4.79,27.6,71.6,12.3,33.4,21.0,7.9
Delhi,India,2016-08-08,166.0,91.4,119.7,4.07,49.2,56.4,16.7,34.5,91.4,11.4
Sydney,Australia,2015-11-23,84.3,38.6,62.3,4.2,19.5,44.7,9.8,0.3,50.1,12.0
Cairo,Egypt,2020-09-23,152.6,69.6,136.7,,23.2,78.2,18.8,26.5,84.0,2.2
Karachi,Pakistan,2023-10-07,158.0,109.7,171.9,3.94,26.6,57.7,10.9,1.6,90.4,13.8
Lahore,Pakistan,2024-04-08,178.1,104.6,195.2,0.62,29.7,38.8,20.2,11.0,31.1,9.1
Dhaka,Bangladesh,2017-07-05,146.0,67.0,98.2,1.71,33.4,56.1,17.5,11.3,81.8,3.5
London,UK,2021-02-12,35.7,22.9,32.6,0.82,9.9,40.6,4.2,-3.9,71.8,5.1
Wuhan,China,2022-01-28,118.1,61.0,82.7,0.99,18.9,25.4,16.7,-4.7,56.3,2.3
Chengdu,China,2022-11-23,177.7,120.5,,4.84,25.1,64.5,18.6,34.8,61.5,8.3
Toronto,Canada,2019-04-27,7.1,4.4,6.8,4.77,1.8,55.8,1.0,-2.8,39.3,7.2
Karachi,Pakistan,2021-04-13,125.7,78.3,152.2,2.29,21.2,77.7,11.9,17.0,46.4,13.7
Tokyo,Japan,2020-07-20,80.8,40.6,65.1,4.29,13.9,67.6,11.6,23.0,75.6,12.2
Buenos Aires,Argentina,2022-11-09,82.5,,57.1,2.19,19.4,47.0,10.3,11.1,67.6,3.2
Chengdu,China,2018-09-19,117.5,57.3,104.5,2.57,16.8,78.0,14.3,38.1,52.0,7.4
Tehran,Iran,2016-12-30,146.6,81.7,146.7,1.49,27.7,27.4,10.3,-5.0,22.9,14.7
Paris,France,2023-12-21,76.8,43.4,61.1,3.72,16.9,63.9,9.8,38.9,63.0,5.5
Buenos Aires,Argentina,2015-08-26,78.9,33.2,64.0,0.86,13.1,68.9,8.7,12.7,55.5,12.9
Cairo,Egypt,2020-11-01,146.1,66.4,106.4,1.08,35.3,52.1,16.6,3.8,35.9,1.1
Nairobi,Kenya,2017-06-07,92.8,52.7,100.2,3.43,17.4,77.2,11.3,36.9,59.6,4.3
Chengdu,China,2022-01-13,141.8,69.6,116.4,2.95,31.2,30.0,12.5,22.8,92.7,11.1
Beijing,China,2023-06-11,170.9,107.4,184.2,1.2,39.9,57.4,18.8,17.0,59.6,5.3
Nairobi,Kenya,2017-01-09,96.6,44.0,59.8,2.35,22.4,46.3,7.5,20.1,46.0,14.0
Bangkok,Thailand,2022-12-12,83.6,46.0,70.4,3.76,9.0,48.5,7.0,36.4,20.9,8.5
Toronto,Canada,2024-03-19,14.1,9.8,,3.19,2.1,49.0,1.3,-1.6,,12.6
Sydney,Australia,2018-08-14,34.1,15.6,25.8,3.91,3.8,54.6,2.1,-3.4,24.0,12.6
Buenos Aires,Argentina,2019-12-28,62.6,40.9,60.7,2.28,6.8,46.9,6.7,20.7,44.9,5.1
Buenos Aires,Argentina,2019-04-15,47.6,24.3,33.3,3.9,14.0,78.2,6.5,22.0,72.6,4.6
Berlin,Germany,2021-03-07,7.5,4.7,7.0,1.79,2.1,23.4,0.7,36.1,65.8,8.4
Los Angeles,USA,2018-09-24,5.0,2.5,4.8,2.93,1.0,26.0,0.3,38.4,48.3,9.2
Beijing,China,2022-05-10,173.8,99.5,138.2,3.03,44.0,44.4,24.0,24.2,87.4,9.5
Nairobi,Kenya,2021-08-10,85.8,42.3,61.0,4.57,21.6,60.6,6.9,3.3,76.7,7.4
Mexico City,Mexico,2015-01-26,61.4,32.7,61.9,1.27,,40.5,9.1,32.7,80.6,5.1
Tehran,Iran,2019-06-14,130.2,84.0,161.2,0.71,27.0,74.8,11.6,32.3,30.0,14.1
Los Angeles,USA,2022-04-16,60.0,30.5,59.8,1.6,10.0,62.0,7.6,36.8,35.4,12.1
Cairo,Egypt,2021-09-12,142.5,59.7,93.8,1.63,22.9,79.0,16.3,27.3,93.2,6.0
Dhaka,Bangladesh,2015-04-11,206.6,93.9,184.3,1.33,34.1,65.4,18.5,22.4,53.3,11.3
Wuhan,China,2024-04-30,154.4,64.5,97.3,2.53,20.6,41.3,13.9,-2.4,63.7,13.3
Jakarta,Indonesia,2023-08-28,170.5,89.7,160.6,2.23,34.3,20.4,20.3,24.8,22.9,5.8
Mumbai,India,2022-02-20,210.0,110.5,182.5,4.58,51.1,54.9,27.3,33.9,54.3,7.4
Tehran,Iran,2023-02-21,117.0,66.1,105.2,4.43,16.5,69.6,12.4,-2.5,92.9,7.9
Paris,France,2023-10-22,47.0,25.4,48.3,1.73,6.5,27.7,3.7,30.1,55.4,3.8
Tehran,Iran,2018-02-14,153.8,,154.0,2.58,20.9,73.5,14.8,26.9,,1.2
Mumbai,India,2018-05-01,174.8,107.7,161.2,1.17,18.9,21.3,22.3,1.0,55.1,9.3
Cairo,Egypt,2023-11-17,125.2,70.2,114.7,2.13,34.7,73.6,10.5,22.7,89.5,14.4
Johannesburg,South Africa,2024-06-05,118.1,63.3,,4.81,15.2,54.8,9.2,7.6,50.4,15.0
Lahore,Pakistan,2024-07-29,146.2,65.3,104.9,2.7,22.2,39.0,8.6,,92.5,14.2
Berlin,Germany,2016-01-08,46.5,26.6,51.4,0.33,12.2,76.9,2.7,2.3,92.1,8.3
Tokyo,Japan,2015-10-10,49.8,30.3,54.9,4.98,7.8,52.3,5.1,13.3,32.7,14.7
Karachi,Pakistan,2015-07-23,120.7,78.9,,1.58,14.6,37.7,7.1,25.1,30.0,12.9
Mexico City,Mexico,2018-07-26,63.1,33.4,61.7,2.58,16.3,54.6,5.3,31.4,37.9,3.8
Delhi,India,2019-03-26,144.6,69.2,90.4,3.35,29.2,46.7,21.2,20.7,84.8,2.5
Buenos Aires,Argentina,2018-01-10,72.0,44.3,69.2,0.73,13.8,43.7,9.8,6.0,92.5,14.4
Karachi,Pakistan,2018-11-22,201.1,,195.4,4.84,37.9,39.3,20.6,25.9,40.5,11.2
Cairo,Egypt,2024-04-05,126.0,63.8,97.0,2.61,20.7,31.5,10.2,38.9,50.8,6.9
Lima,Peru,2018-02-05,59.3,41.2,60.5,3.5,14.4,56.4,3.5,,24.8,9.1
Seoul,South Korea,2023-11-25,100.3,41.0,77.5,2.46,14.4,28.0,14.6,-1.7,34.9,5.5
Jakarta,Indonesia,2018-07-16,107.1,60.3,83.7,,15.8,32.8,9.8,26.7,36.3,5.8
Bangkok,Thailand,2024-09-27,81.1,34.1,51.9,1.55,16.3,66.7,11.0,33.0,47.0,10.5
Mumbai,India,2018-06-18,202.0,84.5,151.3,0.35,36.7,39.8,24.1,29.5,,12.3
Lahore,Pakistan,2024-08-16,221.0,134.3,267.5,1.36,51.4,56.6,31.3,2.0,76.4,8.7
Los Angeles,USA,2019-04-20,42.9,23.3,35.7,3.02,11.9,54.2,4.9,18.3,23.8,3.9
Jakarta,Indonesia,2017-12-25,106.5,56.9,96.0,1.7,20.3,29.8,8.6,22.9,42.6,13.5
Stockholm,Sweden,2024-04-29,34.6,20.5,38.7,3.01,7.9,47.5,3.6,-3.5,67.9,1.7
Lima,Peru,2016-04-23,43.7,23.2,46.3,1.34,5.3,55.1,4.3,18.6,70.0,4.4
Karachi,Pakistan,2024-06-08,142.9,75.8,105.4,3.79,32.7,38.9,16.0,4.9,53.4,13.5
Istanbul,Turkey,2022-02-10,130.1,89.9,145.4,2.68,27.9,75.9,17.7,2.7,52.8,7.2
Bangkok,Thailand,2020-10-12,87.6,50.9,89.5,4.99,10.1,33.4,8.0,10.7,21.6,1.8
